Date,Open,High,Low,Close,Volume,ret,log_ret,ret_lag1,ret_lag5,ret_lag10,ret_lag20,ret_mean5,ret_vol5,ret_mean10,ret_vol10,ret_mean20,ret_vol20,rsi,macd,macd_signal,stoch_k,stoch_d,target_ret_1d,target_sumret_5d,target_dir
1999-02-23,0.0410388,0.0428759,0.0387442,0.0419634,38206287,0.0457620909559872,0.0447458932680598,0.0058303776209753,0.0058303776209753,-0.0365209072217259,0.1036466339377371,0.0095710375319844,0.0379425912140822,0.0149437124722334,0.0418365757523972,0.00150450090807,0.0445609610156557,71.79398413114974,0.0001028431952382,-0.0005371122465598,90.2904873377314,80.98152732571954,0.0819523680159377,0.05570803354500039,1
1999-02-24,0.0481421,0.0502051,0.044251,0.0454024,167518929,0.0819523680159377,0.0787671572888696,0.0457620909559872,-0.0515561802372959,-0.0376611157894158,-0.077406497972245,0.0362727471826311,0.0303980865813658,0.0269050608527688,0.0422227493271715,0.0094724442074791,0.0439515623670572,75.53693794038598,0.0006003749661754,-0.0003096148040127,70.07290628115653,79.3198827341465,-0.0304873751167339,-0.000706025168217609,0
1999-02-25,0.0472315,0.0488351,0.0433452,0.0440182,40705352,-0.0304873751167339,-0.0309617823282435,0.0819523680159377,0.0119290667213196,-0.0064930437781648,0.0,0.0277894588150204,0.0424283010342636,0.0245056277189119,0.0449267682724313,0.0079480754516424,0.0448175499076009,68.14987479090577,0.0008729166674377,-7.310850972266073e-05,61.447532402791616,73.93697534055985,-0.046680691168653,-0.1487655996292904,0
1999-02-26,0.0444845,0.0458586,0.0414991,0.0419634,47757932,-0.046680691168653,-0.0478053749606261,-0.0304873751167339,0.0358898325989358,0.0855723134390447,-0.0059681143370561,0.0112753540615026,0.0531912864544496,0.0112803272581421,0.0444159590134833,0.0059124466100626,0.0463802413257673,59.77172151730804,0.0009125830525584,0.0001240298027335,48.64344466600196,60.054627783316704,0.0051616408584624,-0.1417232619753501,1
1999-03-01,0.0428759,0.0440182,0.0401271,0.04218,25265792,0.0051616408584624,0.0051483652532947,-0.046680691168653,0.0058303776209753,0.0543334055699735,-0.0480473379000114,0.011141606709,0.0532092381491149,0.006363150786991,0.0417626644297344,0.0085728955479863,0.0446145801735432,64.35094405857427,0.0009505395303303,0.0002893317482529,49.99314556331007,53.36137421070121,-0.0106519677572308,-0.04068386324487769,0
1999-03-02,0.0419634,0.04218,0.0410388,0.0417307,15439579,-0.0106519677572308,-0.0107091060851018,0.0051616408584624,0.0457620909559872,0.0058303776209753,0.0190258268768441,-0.0001412050336435,0.0499118343984081,0.0047149162491704,0.04210983641139,0.0070890058162825,0.0447419781332159,67.4766522232973,0.0009336035567291,0.0004181861099481,47.19341974077767,48.61000332336323,-0.0661072064451351,-0.02879717516853059,0
1999-03-03,0.0419634,0.0419634,0.0387442,0.038972,17310627,-0.0661072064451351,-0.0683936294024318,-0.0106519677572308,0.0819523680159377,-0.0515561802372959,-0.0748097185730923,-0.029753119925858,0.0282515306678756,0.0032598136283865,0.0444563561636131,0.0075241314226804,0.0439386805285053,59.55113538799964,0.0006896280383039,0.0004724744956193,26.816381309775085,41.33431553795428,-0.0234450374627936,0.015394605189162809,0
1999-03-04,0.0408112,0.0410388,0.0378386,0.0380583,16329315,-0.0234450374627936,-0.0237242450090034,-0.0661072064451351,-0.0304873751167339,0.0119290667213196,0.0204584112819881,-0.02834465239507,0.0283810227531565,-0.0002775967900247,0.0450927055298848,0.0053289589854413,0.0443532254037071,50.56394933953499,0.0004177323695855,0.0004615260704125,14.52476620059254,29.51152241704843,0.0543587075618194,0.0653590899652603,1
1999-03-05,0.0385123,0.0403518,0.0385123,0.0401271,21772336,0.0543587075618194,0.0529327219751825,-0.0234450374627936,-0.046680691168653,0.0358898325989358,0.0524301481241338,-0.0081367726489755,0.0438285672283219,0.0015692907062635,0.0470733490280229,0.0054253869573256,0.0444629779353077,50.59666728231649,0.0003649806933009,0.0004422169949902,29.0826056055563,23.474584371974643,0.0170483289348095,0.0446730498866133,1
1999-03-08,0.0392015,0.0419634,0.0385123,0.0408112,21288285,0.0170483289348095,0.0169046370138412,0.0543587075618194,0.0051616408584624,0.0058303776209753,0.0314910831602306,-0.0057594350337061,0.0450359747602848,0.0026910858376469,0.0473192011978749,0.0047032492460545,0.0441334187345757,51.715129543551406,0.000374063788026,0.0004285863535974,26.770916971336348,23.459429592495063,0.0335398126004626,-0.0272238562599489,1
1999-03-09,0.0408112,0.0426466,0.0408112,0.04218,39645642,0.0335398126004626,0.0329896215075133,0.0170483289348095,-0.0106519677572308,0.0457620909559872,-0.0365209072217259,0.0030789210378325,0.0480699162376024,0.0014688580020945,0.0462283646335204,0.008206285237164,0.0434645078567373,60.70955303459421,0.0004861093603831,0.0004400909549545,36.32540683789168,30.72630980492811,-0.0161427216690376,-0.002847572652420395,0
1999-03-10,0.0426466,0.0426466,0.0408112,0.0414991,64178733,-0.0161427216690376,-0.0162744347961249,0.0335398126004626,-0.0661072064451351,0.0819523680159377,-0.0376611157894158,0.013071817993052,0.0328874168673727,-0.008340650966403,0.0366725191731437,0.0092822049431829,0.0425255397053832,57.670261941448366,0.000514037836043,0.0004548803311722,29.60012938179757,30.898817730341865,-0.0441310775414406,-0.07050965281048849,0
1999-03-11,0.0408112,0.0414991,0.0396677,0.0396677,15020865,-0.0441310775414406,-0.0451344857302222,-0.0161427216690376,-0.0234450374627936,-0.0304873751167339,-0.0064930437781648,0.0089346099773226,0.0393046970066978,-0.0097050212088736,0.0378237508346105,0.0074003032550191,0.0440653212567385,49.430700028113584,0.0003839665524599,0.0004406975754297,14.790765374196416,26.90543386462856,-0.0175381985847428,-0.048458993945170295,0
1999-03-12,0.0398945,0.0398945,0.0382868,0.038972,25409737,-0.0175381985847428,-0.0176938149611867,-0.0441310775414406,0.0543587075618194,-0.046680691168653,0.0855723134390447,-0.0054447712519897,0.0307533118389778,-0.0067907719504826,0.0357226276814621,0.0022447776538297,0.0403098362196479,47.16641399645772,0.0002221857285419,0.0003969952060522,9.16508308737314,17.851992614455707,0.041424612542338,0.013271511488066795,1
1999-03-15,0.0398945,0.0410388,0.0396677,0.0405864,30159616,0.041424612542338,0.0405895955583527,-0.0175381985847428,0.0170483289348095,0.0051616408584624,0.0543334055699735,-0.000569514530484,0.0365890137097371,-0.003164474782095,0.0387804618253914,0.0015993380024479,0.0395276568612506,46.58488918870658,0.000221686385261,0.0003619334418939,22.219706465046706,15.39185164220542,-0.0341222675576055,0.030809710072809596,0
1999-03-16,0.0408112,0.0412705,0.038972,0.0392015,21942510,-0.0341222675576055,-0.0347180237510064,0.041424612542338,0.0335398126004626,-0.0106519677572308,0.0058303776209753,-0.0141019305620976,0.0331727799449904,-0.0055115047621325,0.0399757632957807,-0.000398294256481,0.0403044977224829,32.876402136273015,0.0001082924680436,0.0003112052471239,12.39394352748602,14.592911026635283,0.0059079371962806,-0.039400934851634206,1
1999-03-17,0.0396677,0.0403518,0.0385123,0.0394331,14510454,0.0059079371962806,0.0058905537685204,-0.0341222675576055,-0.0161427216690376,-0.0661072064451351,-0.0515561802372959,-0.009691798789034,0.0342808874783083,0.001690009602009,0.0338665704731891,0.0024749116151977,0.0384722259449728,36.47758306446381,3.669219138566216e-05,0.0002563026359762,19.881546134663328,18.165065375732016,0.0175994278917965,-0.0698198763672094,1
1999-03-18,0.0396677,0.0405864,0.0387442,0.0401271,13110558,0.0175994278917965,0.0174463513903123,0.0059079371962806,-0.0441310775414406,-0.0234450374627936,0.0119290667213196,0.0026543022976133,0.0295691268798711,0.005794456137468,0.0329568329557932,0.0027584296737216,0.0385663430495528,44.11174316515852,3.5538787264609295e-05,0.0002121498662339,37.03314130364423,23.102876988597856,0.0,-0.08195437822787272,0
1999-03-19,0.0398945,0.0412705,0.0398945,0.0401271,29400494,0.0,0.0,0.0175994278917965,-0.0175381985847428,0.0543587075618194,0.0358898325989358,0.0061619420145619,0.0275459779488551,0.000358585381286,0.0281957007026619,0.0009639380437748,0.0377703647254473,43.324466874345575,3.423012264253816e-05,0.0001765659175156,47.59775374376038,34.83748039402264,-0.0287860323821058,-0.0870309312407716,0
1999-03-22,0.0410388,0.0410388,0.038972,0.038972,10467489,-0.0287860323821058,-0.0292084769661791,0.0,0.041424612542338,0.0170483289348095,0.0058303776209753,-0.0078801869703268,0.0225117838818564,-0.0042248507504054,0.0288978280229302,-0.0007668824563792,0.0383247015935649,41.423072857400456,-5.933000061000143e-05,0.0001293867338905,23.573211314475863,36.06803545396016,-0.0645412090731807,0.006845317961864994,0
1999-03-23,0.0392015,0.0392015,0.0357676,0.0364567,44813824,-0.0645412090731807,-0.0667181845569759,-0.0287860323821058,-0.0341222675576055,0.0335398126004626,0.0457620909559872,-0.0139639752734418,0.0330298497036352,-0.0140329529177697,0.0312083763365046,-0.0062820474578376,0.0392030817540177,42.05963873297683,-0.000332606678365,3.698805143941607e-05,10.017444395987855,27.062803151408037,-0.0062265646643827,0.0641258092009527,0
1999-03-24,0.0362297,0.0364567,0.0348559,0.0362297,17088025,-0.0062265646643827,-0.0062460305639984,-0.0645412090731807,0.0059079371962806,-0.0161427216690376,0.0819523680159377,-0.0163908756455745,0.0316204414755174,-0.0130413372173042,0.031291319950947,-0.0106909940918536,0.0332665989886341,43.96581309398097,-0.000561030210186,-8.261560088566807e-05,17.63384548243412,17.074833730965945,0.0125228748788976,0.04551076865273311,1
