Date,Open,High,Low,Close,Volume,ret,log_ret
1999-04-12,0.0396677,0.0396677,0.0378386,0.0385123,9773975,-0.040242130629923434,-0.04107424573908909
1999-04-13,0.0392015,0.0392015,0.0362297,0.036919,10244957,-0.04137119829249358,-0.04225134711282056
1999-04-14,0.0366834,0.0376018,0.0357676,0.0357676,13202114,-0.03118719358595856,-0.03168386798871368
1999-04-15,0.0366834,0.0366834,0.0357676,0.0366834,10114242,0.025604178082957896,0.025281880969806367
1999-04-16,0.0364567,0.0385123,0.0364567,0.0380583,10689940,0.03748016814144828,0.03679485789563432
1999-04-19,0.0385123,0.0385123,0.0357676,0.0362297,8910459,-0.04804733790001148,-0.04923997011197087
1999-04-20,0.0362297,0.0378386,0.0353183,0.0355331,18527400,-0.019227319022790623,-0.019414568004173793
1999-04-21,0.0355331,0.0362297,0.0353183,0.0362297,10820815,0.019604256313127788,0.01941456800417389
1999-04-22,0.0362297,0.0362297,0.0343868,0.0346193,62176800,-0.04444971942908715,-0.045467894424760055
1999-04-23,0.0343868,0.0346193,0.032785,0.0330168,34555657,-0.04628920862062491,-0.04739480718460197
1999-04-26,0.0330168,0.0334779,0.0304884,0.0311834,34202370,-0.05552930629255404,-0.05713062088888053
1999-04-27,0.0320983,0.0348559,0.0314141,0.0346193,62072134,0.11018362333805798,0.10452542807348247
1999-04-28,0.0348559,0.0348559,0.0332515,0.0343868,32750106,-0.006715907022961098,-0.006738560207955059
1999-04-29,0.0343868,0.0346193,0.0337177,0.0343868,13149726,0.0,0.0
1999-04-30,0.0348559,0.0362297,0.0343868,0.0348559,27581884,0.01364186257517419,0.013549650055097423
1999-05-03,0.0353183,0.0353183,0.0341571,0.0350837,9263665,0.00653547892896178,0.006514215281677137
1999-05-04,0.0350837,0.0350837,0.0325554,0.0332515,26194777,-0.052223682222798606,-0.05363675627991278
1999-05-05,0.0334779,0.0339333,0.0314141,0.0339333,39501598,0.02050433815015862,0.020296954263291974
1999-05-06,0.0337177,0.0343868,0.0323268,0.0332515,10022556,-0.020092357654575177,-0.02029695426329187
1999-05-07,0.0323268,0.0337177,0.0323268,0.0334779,6974053,0.006808715396297682,0.006785640773437088
1999-05-10,0.0332515,0.0341571,0.0332515,0.0334779,5443071,0.0,0.0
1999-05-11,0.0348559,0.0362297,0.0341571,0.0353183,47391496,0.05497357958533833,0.05351572356737481
1999-05-12,0.0355331,0.0364567,0.0350837,0.0362297,46004509,0.025805319055560494,0.025477981235041313
1999-05-13,0.0362297,0.037377,0.0362297,0.0362297,19482574,0.0,0.0
1999-05-14,0.0362297,0.0362297,0.0339333,0.0343868,8439427,-0.050867106269165796,-0.052206454632715116
1999-05-17,0.0339333,0.0359942,0.0337177,0.0359942,10074944,0.046744681098561,0.04568504455580433
1999-05-18,0.0364567,0.0382868,0.0353183,0.0378386,41725822,0.05124158892265984,0.049971931248194164
1999-05-19,0.0394331,0.0408112,0.0355331,0.0359942,123215304,-0.048743875301940465,-0.04997193124819421
1999-05-20,0.0362297,0.0362297,0.0318705,0.0332515,48660677,-0.0761983875179888,-0.07925793549894236
1999-05-21,0.032785,0.032785,0.0314141,0.0325554,82902487,-0.020934393937115714,-0.02115662535383128
1999-05-24,0.032785,0.0334779,0.0318705,0.0323268,44983998,-0.007021876555041384,-0.007046645950079872
1999-05-25,0.0325554,0.0330168,0.0323268,0.0325554,35537130,0.007071531979657708,0.007046645950080013
1999-05-26,0.0325554,0.0341571,0.0325554,0.0325554,29151964,0.0,0.0
1999-05-27,0.032785,0.032785,0.0323268,0.0323268,22544407,-0.007021876555041384,-0.007046645950079872
1999-05-28,0.032785,0.032785,0.0323268,0.0325554,24506962,0.007071531979657708,0.007046645950080013
1999-06-01,0.0325554,0.032785,0.0320983,0.032785,27254737,0.007052593425361131,0.007027840203146886
1999-06-02,0.032785,0.032785,0.0314141,0.0314141,35550119,-0.04181485435412535,-0.04271425700573611
1999-06-03,0.0323268,0.0325554,0.0320983,0.0323268,11815237,0.029053832514698952,0.028639770852509374
1999-06-04,0.0325554,0.032785,0.0323268,0.0325554,21837764,0.007071531979657708,0.007046645950080013
1999-06-07,0.032785,0.0334779,0.032785,0.0330168,34163242,0.014172763965425217,0.014073269320322683
1999-06-08,0.0330168,0.0343868,0.0330168,0.0337177,42484934,0.02122858665891325,0.021006399196398764
1999-06-09,0.0339333,0.0350837,0.0339333,0.0343868,26561293,0.019844176797349622,0.019649847780248135
1999-06-10,0.0343868,0.0346193,0.0341571,0.0343868,10218758,0.0,0.0
1999-06-11,0.0343868,0.0346193,0.0325554,0.0337177,17153523,-0.01945804785557248,-0.019649847780248263
1999-06-14,0.0339333,0.0339333,0.0323268,0.0325554,14641349,-0.03447150902938234,-0.035079668516721264
1999-06-15,0.0325554,0.032785,0.0320983,0.0325554,13633828,0.0,0.0
1999-06-16,0.0330168,0.0343868,0.0325554,0.0334779,17873296,0.028336312869754243,0.027942266127268415
1999-06-17,0.0332515,0.0337177,0.0325554,0.0325554,20869561,-0.02755549183192496,-0.027942266127268515
1999-06-18,0.032785,0.032785,0.0311834,0.0311834,43322272,-0.042143546078377114,-0.04305735156855798
1999-06-21,0.0323268,0.0330168,0.0314141,0.0330168,23041608,0.05879410199016144,0.057130620888880594
1999-06-22,0.0330168,0.0330168,0.0316407,0.0323268,52782209,-0.020898451697317633,-0.02111991527040251
1999-06-23,0.0320983,0.0330168,0.0316407,0.0330168,58186073,0.021344519098704273,0.021119915270402405
1999-06-24,0.0332515,0.0332515,0.0320983,0.0323268,31402408,-0.020898451697317633,-0.02111991527040251
1999-06-25,0.0320983,0.0330168,0.0320983,0.032785,20280803,0.014173998044965774,0.01407448615322687
1999-06-28,0.0337177,0.0337177,0.0325554,0.0332515,30303240,0.01422906817141989,0.014128785150684381
1999-06-29,0.0337177,0.0339333,0.0332515,0.0334779,25488354,0.006808715396297682,0.006785640773437088
1999-06-30,0.0346193,0.0364567,0.0339333,0.0364567,73455518,0.0889781019717486,0.0852397353664145
1999-07-01,0.0364567,0.0364567,0.032785,0.0346193,24650756,-0.05039951504113105,-0.05171392498875847
1999-07-02,0.0350837,0.0371475,0.0343868,0.0371475,61928260,0.07302862853957182,0.07048514413100493
1999-07-06,0.0376018,0.0376018,0.0366834,0.037377,54195375,0.006178073894609337,0.006159067836470474
1999-07-07,0.0376018,0.0376018,0.0364567,0.0364567,17310627,-0.024622093801000555,-0.02493028697871697
1999-07-08,0.0366834,0.0380583,0.0355331,0.037377,51277517,0.025243645201019183,0.024930286978716926
1999-07-09,0.037377,0.0408112,0.037377,0.0405864,57793568,0.08586563929689395,0.08237749313661184
1999-07-12,0.0428759,0.044251,0.0412705,0.0424127,109725320,0.044997831786016906,0.044014810568704994
1999-07-13,0.0428759,0.0431057,0.0405864,0.0424127,38533405,0.0,0.0
1999-07-14,0.0424127,0.04356,0.0405864,0.0408112,38153809,-0.0377599162515001,-0.03849129214703739
1999-07-15,0.0412705,0.0424127,0.0410388,0.0410388,37761394,0.005576900458697631,0.005561407125826721
1999-07-16,0.0417307,0.04218,0.0410388,0.0419634,28785648,0.022529898535044834,0.022279849128391874
1999-07-19,0.0419634,0.04218,0.0405864,0.0408112,11959062,-0.02745726037451679,-0.027841256254218575
1999-07-20,0.0408112,0.0408112,0.0387442,0.0401271,48909258,-0.016762555376955368,-0.016904637013841324
1999-07-21,0.0396677,0.0396677,0.0378386,0.038972,30813680,-0.028786032382105864,-0.029208476966179123
1999-07-22,0.0387442,0.0387442,0.0366834,0.0371475,58447763,-0.04681566252694236,-0.047946965414729335
1999-07-23,0.036919,0.0382868,0.036919,0.0371475,22400392,0.0,0.0
1999-07-26,0.0380583,0.0380583,0.037377,0.037377,16944211,0.006178073894609337,0.006159067836470474
1999-07-27,0.037377,0.0376018,0.0366834,0.037377,27267806,0.0,0.0
1999-07-28,0.037377,0.0385123,0.0371475,0.0380583,67227367,0.01822778714182527,0.018063652569255413
1999-07-29,0.037377,0.0385123,0.036919,0.0382868,105983133,0.006003946576699448,0.005985994708321005
1999-07-30,0.0382868,0.0394331,0.0382868,0.0385123,123463804,0.005889758350136276,0.005872481527772595
1999-08-02,0.0385123,0.038972,0.0382868,0.0387442,85623842,0.006021452886480372,0.006003396387033446
1999-08-03,0.0387442,0.0387442,0.0376018,0.0378386,69700342,-0.023373821113869986,-0.023651321563814616
1999-08-04,0.0380583,0.0382868,0.0378386,0.0378386,25069580,0.0,0.0
1999-08-05,0.0378386,0.0385123,0.037377,0.0385123,65670406,0.01780456993651991,0.017647925176781137
1999-08-06,0.0382868,0.0385123,0.0382868,0.0385123,50400841,0.0,0.0
1999-08-09,0.0385123,0.038972,0.0382868,0.0385123,8805863,0.0,0.0
1999-08-10,0.0387442,0.0408112,0.0385123,0.0392015,57937612,0.017895581411652817,0.017737340580256222
1999-08-11,0.0398945,0.04218,0.0394331,0.0417307,54038391,0.06451793936456518,0.06252205759508554
1999-08-12,0.0419634,0.0449409,0.0417307,0.0437967,65997474,0.04950791623433104,0.048321403112734196
1999-08-13,0.04356,0.044251,0.0428759,0.0433452,23551798,-0.010308995883251515,-0.010362501625956031
1999-08-16,0.0437967,0.0437967,0.0401271,0.0417307,61313183,-0.03724749222520596,-0.03795890148677818
1999-08-17,0.0417307,0.0424127,0.0408112,0.0417307,52991642,0.0,0.0
1999-08-18,0.0412705,0.0433452,0.0405864,0.0426466,76517411,0.021947870512596168,0.021710483154367948
1999-08-19,0.0458586,0.0541092,0.044251,0.0518125,536759047,0.21492686404074401,0.19468388077561896
1999-08-20,0.0520423,0.0522719,0.0495241,0.0513634,96654000,-0.00866779252110983,-0.008705576327943077
1999-08-23,0.0506643,0.0506643,0.0465426,0.0481421,139086747,-0.06271586382521399,-0.0647688023971602
1999-08-24,0.0474581,0.0483788,0.0451755,0.0479156,109188831,-0.00470482176722653,-0.0047159242784022976
1999-08-25,0.0481421,0.0486054,0.0458586,0.0476939,96235336,-0.00462688560719271,-0.004637622774970155
1999-08-26,0.0476939,0.0483788,0.0463127,0.0469969,75339676,-0.014614028209058105,-0.01472186502907588
1999-08-27,0.0479156,0.0515931,0.0476939,0.0497567,150626995,0.05872302215678049,0.057063485815830095
1999-08-30,0.0504347,0.0515931,0.0474581,0.0495241,43283113,-0.004674747320461359,-0.004685708124382743
1999-08-31,0.0497567,0.0538797,0.0488351,0.0536499,215172055,0.08330893443798071,0.0800201853626625
1999-09-01,0.0536499,0.0536499,0.0504347,0.0511337,154682929,-0.04690036700907185,-0.04803583410742954
1999-09-02,0.0495241,0.0509039,0.0483788,0.0506643,93016610,-0.00917985594627413,-0.00922225047376213
1999-09-03,0.0515931,0.0522719,0.0506643,0.0509039,71244233,0.0047291682703600735,0.004718020885518692
1999-09-07,0.0518125,0.0518125,0.0504347,0.0506643,34594996,-0.004706908507992491,-0.004718020885518595
1999-09-08,0.0509039,0.0511337,0.0506643,0.0506643,46671873,0.0,0.0
1999-09-09,0.0511337,0.0515931,0.0490628,0.0499754,57571126,-0.013597345665488314,-0.013690636204447383
1999-09-10,0.0506643,0.0513634,0.0504347,0.0506643,46292348,0.013784782112799432,0.013690636204447326
1999-09-13,0.0509039,0.0509039,0.0483788,0.0490628,47797060,-0.03161002915267763,-0.03212041038726608
1999-09-14,0.0490628,0.0490628,0.0472315,0.0474581,68365653,-0.032707061154275574,-0.03325389367996719
1999-09-15,0.0469969,0.0483788,0.0465426,0.0479156,58225371,0.009640082514892123,0.009593913398361156
1999-09-16,0.0472315,0.0476939,0.0460801,0.0467673,43793384,-0.023965055222098908,-0.024256889134276854
1999-09-17,0.0463127,0.0467673,0.0449409,0.0465426,47352297,-0.004804639138885403,-0.004816218522240285
1999-09-20,0.0458586,0.0463127,0.0449409,0.0449409,62987979,-0.034413633961145385,-0.03501972897656993
1999-09-21,0.0440182,0.044251,0.0401271,0.0405864,201433511,-0.09689392068249625,-0.10191525813747339
1999-09-22,0.0405864,0.0417307,0.0382868,0.0414991,102738238,0.022487828435140633,0.022238705133055987
1999-09-23,0.0417307,0.0417307,0.0378386,0.0380583,103523227,-0.0829126414789717,-0.08655254570041242
1999-09-24,0.0382868,0.0392015,0.0320983,0.0346193,187210845,-0.0903613666401285,-0.09470786453673084
1999-09-27,0.036919,0.0376018,0.0346193,0.0366834,117759123,0.059622811553093236,0.05791300664109657
1999-09-28,0.036919,0.0405864,0.0366834,0.0401271,112682387,0.0938762492026366,0.08972757987081692
1999-09-29,0.0410388,0.0424127,0.0362297,0.036919,162494581,-0.07994846375641396,-0.08332559285190957
1999-09-30,0.0382868,0.0394331,0.0362297,0.0366834,93631596,-0.00638153796148333,-0.006401987018907409
1999-10-01,0.0362297,0.0376018,0.0346193,0.0364567,95123219,-0.006179906987901829,-0.0061990816523380884
1999-10-04,0.0378386,0.0378386,0.0366834,0.037377,48412137,0.025243645201019183,0.024930286978716926
1999-10-05,0.037377,0.0410388,0.037377,0.0408112,130764895,0.0918800331754821,0.08790101155827923
1999-10-06,0.0410388,0.0476939,0.0405864,0.0458586,411502551,0.12367683381032668,0.11660619572768512
1999-10-07,0.0476939,0.0476939,0.0424127,0.0426466,133211601,-0.07004138809296401,-0.07261519715090556
1999-10-08,0.0426466,0.0463127,0.0410388,0.0449409,108822345,0.05379795810216992,0.0524007411390264
1999-10-11,0.0451755,0.0454024,0.0424127,0.0437967,148729838,-0.025460104270274897,-0.025789821180660134
1999-10-12,0.0440182,0.0444845,0.0428759,0.0431057,88253992,-0.01577744441932849,-0.015903233132849474
1999-10-13,0.0426466,0.0426466,0.0410388,0.0419634,76726583,-0.02649997564127249,-0.026857429148077636
1999-10-14,0.0419634,0.0419634,0.0405864,0.0410388,52481271,-0.022033486323796425,-0.0222798491283919
1999-10-15,0.038972,0.0410388,0.038972,0.0408112,58107506,-0.0055459711297601855,-0.005561407125826759
1999-10-18,0.0410388,0.0410388,0.0385123,0.0387442,59272191,-0.050647861371388214,-0.05197548636589685
1999-10-19,0.0398945,0.0398945,0.0364567,0.0371475,84472487,-0.04121132969579966,-0.04208459302885297
1999-10-20,0.0378386,0.038972,0.0371475,0.0385123,95541773,0.03674002288175515,0.036081196641819434
1999-10-21,0.0382868,0.0401271,0.037377,0.0401271,104609206,0.041929461496716725,0.04107424573908916
1999-10-22,0.0401271,0.0424127,0.0401271,0.0412705,78715447,0.028494458856981986,0.028096042499844386
1999-10-25,0.0410388,0.0414991,0.0392015,0.0392015,58696423,-0.05013266134405936,-0.051432947658677154
1999-10-26,0.0408112,0.0444845,0.0405864,0.0428759,131379962,0.09373110722803979,0.08959488514899391
1999-10-27,0.0433452,0.04356,0.0403518,0.0410388,58814169,-0.042846914000639114,-0.04379193585049315
1999-10-28,0.0412705,0.0419634,0.038972,0.0392015,61025404,-0.044769827577804455,-0.04580294929850082
1999-10-29,0.0396677,0.0428759,0.0394331,0.04218,90726847,0.0759792354884381,0.07323116368018753
1999-11-01,0.0414991,0.0465426,0.0414991,0.0449409,213340195,0.0654551920341393,0.06340211820829245
1999-11-02,0.0458586,0.0479156,0.0454024,0.0476939,228648999,0.06125823025351074,0.059455213858116925
1999-11-03,0.0497567,0.0536499,0.0492945,0.0525018,548443400,0.10080744078383197,0.09604394760708419
1999-11-04,0.0529609,0.0573246,0.0529609,0.0557067,343974295,0.06104362136155328,0.059252972228326484
1999-11-05,0.0573246,0.0577738,0.0513634,0.0538797,168317038,-0.03279677309910645,-0.03334664335451675
1999-11-08,0.0522719,0.0570848,0.0506643,0.0554773,128802330,0.029651241562220987,0.029220144478448826
1999-11-09,0.0554773,0.0557067,0.0525018,0.0547982,74790097,-0.012241042732793472,-0.012316581377204455
1999-11-10,0.0547982,0.0550179,0.0531905,0.0541092,39279146,-0.01257340569580745,-0.0126531198516647
1999-11-11,0.0541092,0.060989,0.0529609,0.0580132,153557953,0.07215039216990826,0.06966634401199231
1999-11-12,0.0605396,0.0612287,0.0570848,0.0612287,137058464,0.05542704074245175,0.053945462982464255
1999-11-15,0.0616878,0.0635152,0.058932,0.0598507,99074678,-0.022505785685471014,-0.02276290599994963
1999-11-17,0.0669402,0.071753,0.0658019,0.0681083,214975762,0.13796998197180654,0.12924595747557469
1999-11-18,0.0696961,0.0701552,0.0678686,0.0683281,64440393,0.003227213129677331,0.0032220168540430206
1999-11-19,0.0765857,0.0848433,0.076356,0.081858,590274019,0.19801370153714215,0.18066493663715613
1999-11-22,0.0839146,0.0841545,0.0768152,0.081858,147643729,0.0,0.0
1999-11-23,0.0733705,0.0768152,0.0726915,0.0758966,151006450,-0.07282611351364565,-0.07561415119449522
1999-11-24,0.075667,0.076356,0.0678686,0.0736001,111465524,-0.030258272439081524,-0.030725503184737157
1999-11-26,0.0729113,0.0736001,0.0706147,0.0731409,20254504,-0.0062391219577148105,-0.006258666615861953
1999-11-29,0.0729113,0.0738298,0.0687874,0.070385,81554658,-0.03767932852890776,-0.03840754553376901
1999-11-30,0.0706147,0.0719926,0.066251,0.066251,86186591,-0.05873410527811318,-0.06052961318789278
1999-12-01,0.066251,0.070385,0.066251,0.0694663,61352401,0.04853209762871491,0.04739118379419537
1999-12-02,0.0696961,0.075667,0.0696961,0.0747485,84878171,0.07603974877026709,0.07328740229358971
1999-12-03,0.0754375,0.0765857,0.0719926,0.0729113,93736362,-0.024578419633838777,-0.024885511318819734
1999-12-06,0.0731409,0.0751977,0.0731409,0.074978,48843920,0.028345400507191698,0.027951103311338665
1999-12-07,0.0754375,0.075667,0.0694663,0.0724518,51421512,-0.03369254981461234,-0.03427322399377653
1999-12-08,0.072232,0.076356,0.0719926,0.075667,54993535,0.044377089320072116,0.04342062091137004
1999-12-09,0.0754375,0.0772747,0.0706147,0.0733705,59167375,-0.03035008656349525,-0.03082018661281989
1999-12-10,0.0747485,0.074978,0.071074,0.0724518,27149950,-0.012521381209069204,-0.012600434298550234
1999-12-13,0.071753,0.0740594,0.0706147,0.072232,50335373,-0.0030337410526721786,-0.003038352173385186
1999-12-14,0.0724518,0.0740594,0.070385,0.071074,74698591,-0.016031675711596027,-0.016161573211834486
1999-12-15,0.0706147,0.0708444,0.0671698,0.0687874,56812185,-0.03217210231589607,-0.03270099916102174
1999-12-16,0.0692365,0.0701552,0.0681083,0.0683281,36596969,-0.00667709493308366,-0.00669948646068588
1999-12-17,0.0701552,0.0729113,0.0699257,0.0719926,71885398,0.0536309366131944,0.052242233784643974
1999-12-20,0.0719926,0.0793316,0.0694663,0.0779734,110313967,0.08307520495161991,0.07980440692981862
1999-12-21,0.0779734,0.0813986,0.074978,0.0811689,106532772,0.04098192460505756,0.04016442599030518
1999-12-22,0.0813986,0.0841545,0.078423,0.0832259,68718950,0.025342218509798675,0.025026428584489082
1999-12-23,0.0832259,0.0887275,0.0830161,0.0887275,76661075,0.06610442182061105,0.06401127762595824
1999-12-27,0.0905548,0.0905548,0.0843841,0.0853027,55307533,-0.03859908145727087,-0.039363768100714076
1999-12-28,0.0853027,0.0882682,0.0848433,0.0850629,49092541,-0.00281116541445936,-0.0028151241608209672
1999-12-29,0.0848433,0.0887275,0.0848433,0.087819,36413646,0.03240072934263938,0.031886895315616746
1999-12-30,0.087819,0.089187,0.0864409,0.0887275,38193138,0.010345141711930239,0.01029199694591827
1999-12-31,0.0884978,0.0898759,0.0880387,0.0896361,35105266,0.010240342622073184,0.010188265536617794
2000-01-03,0.0903253,0.091014,0.0843841,0.0894165,82535971,-0.0024499057857270135,-0.0024529117154064536
2000-01-04,0.087819,0.0880387,0.0825467,0.0871299,82352798,-0.025572461458455598,-0.02590512037584364
2000-01-05,0.0846137,0.0859816,0.0830161,0.0841545,51526148,-0.034149011992438916,-0.03474571338936196
2000-01-06,0.0841545,0.0841545,0.0754375,0.0786527,32920079,-0.06537737138239774,-0.06761243692075065
2000-01-07,0.078423,0.0809392,0.0772747,0.0800206,20018913,0.017391647076324013,0.017242143304340436
2000-01-10,0.0802502,0.0859816,0.0788823,0.0825467,66102030,0.031568121208788824,0.031080092268378583
2000-01-11,0.0820874,0.0832259,0.0793316,0.0793316,41006340,-0.03894886167466416,-0.03972765776964328
2000-01-12,0.0793316,0.0793316,0.0761264,0.0772747,34228620,-0.025927877415809042,-0.026269930253295562
2000-01-13,0.0772747,0.0811689,0.0761264,0.08048,36426715,0.04147929399920014,0.04064210057954255
2000-01-14,0.0816381,0.0873596,0.0813986,0.0839146,165490686,0.04267644135188875,0.04179090866911577
2000-01-18,0.0850629,0.087819,0.0811689,0.0875893,71702195,0.043790949369954646,0.04285922934263481
2000-01-19,0.087819,0.087819,0.0859816,0.0866707,45114763,-0.010487582387346261,-0.010542964637103584
2000-01-20,0.0873596,0.0921724,0.0857421,0.0864409,49249605,-0.002651415068760321,-0.0026549362952262034
2000-01-21,0.0862015,0.0866707,0.0834654,0.0855225,148651220,-0.010624600160340725,-0.010681444213363572
2000-01-24,0.0882682,0.0882682,0.0811689,0.0816381,70433064,-0.045419626414101466,-0.04648343445209878
2000-01-25,0.0820874,0.0830161,0.078423,0.0809392,64937564,-0.008560953770359703,-0.00859780923110455
2000-01-26,0.0809392,0.0832259,0.0761264,0.077734,63681442,-0.039600094886037995,-0.04040551343350066
2000-01-27,0.0781833,0.0781833,0.0706147,0.0736001,125243426,-0.053180075642575875,-0.05464635767122237
2000-01-28,0.0726915,0.0731409,0.0685576,0.0715432,53384126,-0.027946972898134637,-0.02834492137819904
2000-01-31,0.071753,0.0733705,0.0669402,0.0708444,49720557,-0.009767525075758399,-0.009815540264343654
2000-02-01,0.0708444,0.0731409,0.0683281,0.0724518,25619199,0.022689161034605387,0.022435590391546325
2000-02-02,0.0729113,0.0758966,0.0724518,0.0745187,40665993,0.028527931673195006,0.028128587421445698
2000-02-03,0.0768152,0.078423,0.0751977,0.075667,29910825,0.015409554917088064,0.015292033489924332
2000-02-04,0.0781833,0.0781833,0.0758966,0.0775044,34280937,0.024282712410958585,0.023992574851322862
2000-02-07,0.0779734,0.0779734,0.0726915,0.0726915,59507632,-0.062098409896728324,-0.06411025008188999
2000-02-08,0.0745187,0.0788823,0.0726915,0.0761264,128291980,0.04725311762723283,0.04617065780618391
